68ZoTOqSNf26gv2o8lQrnqfVB9s8YAXfPnXW8t6b;0 = 0;!1;!1
0;392 = 0;68ZoTOqSNf26gv2o8lQrnqfVB9s8YAXfPnXW8t6b;!1
