qrOnuy47NgrHW9FEOzOMAG1tFVK5nH0ZXumBchuH;0 = 0;!0;!0
0;205 = 0;qrOnuy47NgrHW9FEOzOMAG1tFVK5nH0ZXumBchuH;!0
