566;X;5;2;X;3;X;X;3;5;X;X;2;X;X;3;X;X;X;X;5;X;X;X;5;5;X;5;X;X;2;X;3;X;X;X;5;2;X;X;2;X;X;X;X;X;X;X;5;5;2;3;X;3;X;X;X;X;X;5;X;X;5;X;X;X;5;X;3;4;X;X;5;4;5;X;X;5;4;X;X;5;5;X;1;3;5;3;3;5;X;5;X;X;5;4;X;5;3;5;5;3;X;X;5;X;X;5;3;5;5;X;5;5;X;4;X;X;X;X;X;3;2;5;X;X;X;3;X;5;X;4;2;X;X;X;X;3;X;X;X;X;5;3;X;X;X;X;2;5;4;X;5;X;X;X;X;3;1;3;X;X;5;3;X;3;4;X;X;3;5;X;5;X;5;X;X;5;X;5;4;X;X;X;X;X;X;X;3;3;X;X;2;5;5;X;X;X;5;X;5
19;5;2;X;X;X;2;5;X;X;X;5;X;X;5;5;3;X;5;X;X;3;5;3;4;X;X;X;X;X;X;X;3;X;X;X;4;5;X;X;X;X;X;5;3;X;X;5;X;2;X;X;X;X;X;X;5;X;5;2;X;5;X;X;2;5;X;X;X;X;X;X;5;5;X;X;X;X;X;X;X;5;X;X;X;3;5;3;X;X;3;5;X;5;5;3;4;3;X;3;X;X;X;X;3;5;2;X;X;5;X;X;5;X;4;X;5;X;4;X;5;X;4;3;X;X;X;X;X;0;X;X;X;3;5;4;5;3;X;5;X;X;5;X;1;2;X;X;X;X;5;2;5;X;1;5;2;5;3;X;X;X;5;X;5;X;3;X;5;X;X;1;X;X;X;X;1;X;X;5;5;X;2;3;X;X;X;X;5;5;X;5;4;5;3;5;4;5;X;5;4
564;X;3;4;1;X;3;4;X;3;X;1;5;X;X;X;X;0;2;X;X;X;0;0;5;0;0;X;X;X;X;X;0;1;2;2;4;3;3;4;X;X;3;X;X;1;X;2;5;5;X;5;5;X;X;X;X;4;5;X;2;3;X;4;X;X;5;X;X;X;X;X;X;X;4;X;1;3;X;2;X;X;0;5;X;X;4;X;0;5;X;1;2;1;X;4;X;2;X;X;X;X;X;X;X;X;X;2;5;5;X;X;X;X;X;X;X;X;X;5;2;X;4;1;X;1;3;X;X;X;3;4;4;0;1;X;3;X;X;X;4;X;X;X;3;X;X;X;X;5;4;X;X;X;X;X;2;X;X;X;X;X;X;X;X;X;2;X;0;X;X;5;3;4;X;X;X;0;X;2;4;0;X;X;5;3;X;X;4;X;4;3;4;2;3;X;X;X;2;4;2
1662;X;X;4;X;4;X;3;4;3;1;2;3;2;X;4;4;X;2;X;X;X;1;X;1;X;1;2;X;3;X;4;1;X;X;3;X;3;X;4;X;4;2;1;2;X;X;X;4;X;X;X;X;X;3;X;X;X;X;X;X;4;X;3;X;X;X;X;4;X;X;X;4;X;X;2;X;X;X;2;5;X;X;X;4;X;X;3;X;2;3;X;5;5;1;X;X;X;X;X;5;2;X;2;X;4;2;X;3;4;1;X;3;X;X;X;5;X;X;X;X;5;3;4;X;X;3;X;X;X;X;3;X;X;X;2;4;X;X;X;X;X;5;X;X;3;X;X;3;X;X;1;1;3;2;4;X;X;2;X;1;X;X;3;3;3;X;X;X;2;X;5;X;5;4;4;4;3;4;X;3;3;X;X;4;X;3;4;X;3;X;4;X;3;X;X;1;4;X;X;X
1112;4;X;X;1;X;1;X;1;X;3;X;X;2;X;2;3;X;X;1;X;1;X;X;X;X;4;2;3;1;X;1;X;X;X;X;2;X;X;2;3;X;X;X;X;X;X;X;2;2;3;3;X;1;X;3;X;2;X;X;2;X;X;1;1;X;X;3;3;X;X;X;2;5;X;1;X;3;X;X;X;1;X;3;X;2;3;1;1;4;X;X;X;X;X;2;2;2;2;2;X;X;2;X;3;2;1;X;2;X;X;X;X;X;X;1;3;1;1;X;2;X;X;X;3;X;X;X;X;X;1;X;2;X;1;2;X;X;4;X;X;1;2;3;1;X;1;1;3;X;X;1;1;4;X;X;2;X;X;X;X;X;X;X;X;X;X;2;X;X;1;5;X;2;5;1;2;3;X;X;X;X;X;1;X;3;X;X;X;3;2;X;1;X;X;X;1;2;X;2;1
575;X;X;X;X;X;X;4;X;X;3;X;X;5;4;1;3;2;X;X;2;X;X;X;X;X;4;1;X;3;4;5;X;X;2;2;0;X;1;2;X;4;X;X;X;X;1;X;1;2;X;X;X;4;3;3;X;X;0;X;X;X;5;X;3;X;X;X;1;3;X;4;X;X;X;X;X;X;X;X;2;3;X;5;4;X;X;2;0;X;X;X;X;X;X;2;1;X;X;X;X;4;5;5;X;3;2;1;X;1;2;X;X;X;5;X;X;2;1;X;X;X;4;X;5;5;X;X;2;0;X;X;3;1;X;4;X;X;2;X;0;1;X;3;X;X;5;4;X;3;X;X;X;3;3;3;3;X;X;3;X;3;3;X;3;3;3;3;X;3;X;3;X;3;X;3;X;3;X;3;3;X;X;3;X;X;3;X;X;X;X;3;X;X;X;X;X;3;3;3;3
24;X;5;X;X;5;5;5;X;5;X;5;X;X;X;X;X;X;5;X;5;5;5;X;5;X;5;5;X;X;X;X;X;X;5;X;X;5;5;5;X;X;X;X;5;X;5;X;X;X;5;5;X;X;5;5;X;5;X;5;5;5;5;5;X;5;X;5;X;X;5;5;X;5;X;X;X;X;5;5;X;5;5;5;X;X;X;X;5;X;X;X;5;5;5;5;X;X;X;5;5;X;X;X;X;5;X;X;X;X;5;X;5;5;X;X;X;5;5;X;5;X;X;X;X;X;X;X;5;5;X;5;X;X;5;X;X;X;5;X;5;5;5;5;5;5;5;X;5;5;X;X;X;3;X;5;X;5;X;3;X;X;X;1;2;X;X;5;X;5;4;X;2;X;0;X;2;X;4;5;X;5;X;X;X;X;0;1;X;X;4;X;X;5;4;X;3;3;2;X;X
572;X;4;2;4;X;X;5;X;X;X;X;X;X;X;2;5;3;X;X;2;X;1;2;2;X;1;3;2;X;X;X;X;X;X;X;X;X;X;X;X;4;X;5;4;X;X;2;2;X;X;X;3;3;X;2;X;X;2;X;X;3;X;X;4;X;3;4;4;4;X;X;X;X;4;X;X;X;X;X;5;4;X;2;X;X;3;3;X;2;2;1;X;3;X;3;X;3;2;3;4;X;1;X;X;X;5;5;X;5;5;5;X;5;4;4;X;X;X;X;X;3;X;X;1;1;1;3;1;3;X;X;2;1;2;X;1;3;X;1;X;X;X;X;3;4;X;X;X;3;4;X;5;X;2;3;X;X;3;X;3;X;3;X;5;X;4;1;5;4;5;X;X;X;X;3;3;X;4;X;3;X;X;4;X;X;X;5;1;X;X;X;4;X;X;X;X;X;X;X;X
1648;X;5;X;X;X;X;X;X;5;X;X;X;X;X;X;5;2;X;4;5;X;X;5;3;X;X;X;2;4;X;3;X;X;X;4;X;5;X;X;3;2;5;X;X;2;5;3;5;X;X;X;X;X;X;2;2;X;4;5;X;X;X;X;5;4;X;X;X;X;5;X;X;X;X;3;X;X;X;5;2;X;5;3;3;5;2;X;4;X;X;X;X;5;4;X;3;X;4;5;X;X;X;5;2;5;X;X;X;X;X;5;X;2;X;X;5;X;3;5;5;4;X;X;X;X;X;X;3;4;5;5;4;5;X;X;5;4;X;X;X;5;3;5;5;3;3;X;5;X;X;1;X;X;X;5;X;2;5;X;X;X;3;3;4;5;X;3;X;3;3;4;X;X;X;X;5;X;2;X;X;X;5;X;X;X;5;X;X;5;X;5;4;X;5;5;X;X;4;4;4
569;4;3;X;2;3;4;X;X;X;X;4;4;X;3;2;X;X;X;4;X;X;X;X;X;X;X;4;X;3;X;2;2;3;X;X;X;X;X;X;X;X;X;X;3;3;X;X;X;2;3;3;X;2;X;X;2;X;X;X;4;X;X;X;1;X;X;X;X;2;X;2;X;4;3;4;X;X;4;X;X;X;X;X;4;X;3;X;4;4;5;X;4;3;X;X;X;X;3;X;3;X;X;3;3;X;X;5;X;X;3;1;X;1;3;1;X;2;X;X;X;3;X;4;X;2;1;X;X;X;2;2;X;2;4;X;4;X;3;3;X;2;2;4;3;4;5;X;4;5;2;3;4;1;X;X;3;X;5;3;2;X;X;X;X;X;X;X;X;4;4;3;4;X;X;X;5;X;3;2;3;X;2;X;X;X;X;3;1;X;X;X;3;3;4;X;X;X;X;X;3
31;X;0;X;X;X;X;3;1;X;X;0;1;X;X;X;1;0;2;X;X;1;0;X;0;0;0;X;X;1;1;3;X;X;0;X;X;X;0;1;4;0;X;X;X;0;X;2;1;1;X;X;X;X;X;X;X;1;X;X;X;X;X;X;X;5;X;X;X;X;0;X;0;X;X;X;0;0;X;0;X;2;X;5;X;1;1;X;X;X;X;4;5;X;3;2;0;X;3;0;X;X;0;X;X;5;X;4;X;0;0;1;X;X;3;X;5;4;2;0;5;1;3;X;0;X;X;X;X;0;1;X;X;0;0;X;X;X;4;X;1;5;1;0;X;X;X;X;X;0;X;X;X;X;4;X;0;X;X;X;5;X;X;X;4;X;0;X;X;X;0;5;0;X;X;X;5;0;X;2;X;X;0;X;X;0;3;X;1;0;3;2;X;5;X;4;X;X;4;1;X
1135;5;X;5;X;X;5;X;5;3;X;3;4;4;X;X;X;4;3;X;X;3;3;X;3;X;X;X;5;4;3;X;4;X;2;X;3;4;X;X;X;X;4;3;X;X;X;4;4;X;X;4;X;4;X;4;3;3;3;3;4;3;X;X;X;X;4;X;3;X;X;4;X;3;X;3;X;X;X;X;X;X;X;X;3;4;3;3;X;X;X;3;X;X;X;3;3;3;4;X;X;4;3;4;X;3;X;X;X;3;X;X;X;X;3;4;X;X;X;X;4;X;X;X;X;3;3;3;X;X;3;X;3;X;4;X;3;3;5;X;X;X;4;3;X;X;4;X;3;X;X;5;2;X;2;X;X;X;3;X;X;X;4;X;3;X;X;X;3;2;X;X;X;3;3;3;X;X;X;4;3;X;X;X;3;X;3;3;3;X;3;2;3;X;X;X;X;X;X;3;2
1611;X;X;5;X;X;3;3;X;3;5;X;X;X;X;5;4;X;X;X;5;3;4;X;X;X;X;5;X;5;3;3;X;X;X;3;5;4;4;X;X;3;4;3;X;X;X;X;4;4;3;2;X;X;X;X;X;X;X;X;X;X;3;3;3;X;X;5;4;X;5;X;X;X;3;X;X;4;3;3;3;X;X;4;3;X;3;3;X;X;X;5;X;5;4;X;4;3;X;X;2;X;X;X;4;3;X;3;5;X;X;X;X;3;3;X;X;4;X;3;X;X;X;4;X;X;X;3;3;4;X;3;X;X;4;X;X;X;X;3;3;X;3;X;X;X;3;4;X;X;4;3;X;X;X;5;X;X;X;5;3;3;4;3;X;X;5;2;X;X;3;X;X;X;5;X;4;3;X;X;X;3;3;3;X;X;3;X;X;3;X;4;X;3;1;X;X;3;3;X;3
512;5;X;X;2;X;X;X;2;X;X;5;5;4;X;X;1;0;X;X;X;4;X;X;3;2;X;0;1;2;3;4;X;4;X;X;X;0;X;X;X;4;5;4;X;2;1;X;X;2;X;X;X;X;X;X;1;X;1;2;3;4;5;4;3;X;X;0;X;X;3;4;5;4;3;X;1;0;X;X;3;4;5;4;X;2;X;X;X;X;3;X;X;X;3;2;X;X;1;X;X;X;X;4;X;X;1;X;X;X;3;X;X;4;3;2;X;X;1;2;3;4;5;X;X;X;2;X;0;1;X;3;X;5;X;3;X;X;X;1;2;X;4;5;4;X;X;X;0;X;2;X;X;X;X;X;X;X;1;0;X;X;X;X;X;X;X;2;X;X;1;X;X;X;5;X;X;X;1;X;1;2;X;4;5;X;X;X;X;0;X;2;X;X;X;4;3;2;1;X;1
1613;2;4;X;X;X;3;X;X;X;X;X;2;2;3;X;X;X;3;3;4;1;2;2;X;X;3;4;X;2;2;1;1;X;X;X;3;X;X;X;X;X;X;X;X;X;X;X;3;X;1;1;X;X;1;X;1;X;X;X;X;1;1;X;X;X;1;4;2;1;4;X;1;1;1;X;2;2;1;3;X;1;3;X;1;1;X;1;X;X;1;2;X;X;1;1;1;X;1;X;X;X;X;4;2;X;1;1;X;X;1;X;X;1;1;1;4;1;X;X;4;X;X;X;3;X;X;3;2;X;X;X;1;X;3;1;X;1;X;X;1;X;X;4;X;X;X;X;2;2;X;1;3;1;X;X;X;X;X;X;X;1;X;X;X;X;X;1;1;1;X;X;X;1;X;X;1;X;X;X;X;3;X;4;2;X;X;1;X;X;X;1;X;1;1;X;X;1;X;2;2
1131;X;X;2;X;3;X;X;X;X;X;3;1;4;X;3;3;X;X;X;X;1;5;X;4;X;3;3;X;X;2;3;4;X;X;3;X;X;4;3;3;X;3;X;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;3;4;3;3;X;X;X;2;X;X;X;X;X;X;X;1;X;3;1;X;X;0;X;4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;3;X;4;X;1;X;4;X;4;X;4;1;5;4;X;X;X;X;X;X;X;X;4;5;X;X;2;X;2;X;X;X;2;2;2;2;2;X;2;2;2;X;X;X;X;2;X;2;2;X;2;2;X;2;X;2;2;2;2;2;X;2;2;2;2;2;X;2;2;2;2;2;X;2;2;2;2;X;X;2;2;2;2;2;2;2;2;2;2;2;X;X;2;2
1614;1;X;5;0;X;2;2;X;0;X;X;0;X;X;0;X;X;X;0;X;1;X;2;0;X;0;0;X;1;X;X;1;X;0;1;X;X;0;X;4;0;4;0;X;X;X;2;X;1;2;2;X;X;X;X;0;X;3;X;X;3;X;X;X;4;X;1;5;X;X;X;2;2;5;X;0;1;X;X;0;2;X;X;0;X;X;0;X;3;X;X;0;X;3;X;0;X;X;X;X;X;X;0;X;5;X;X;X;2;3;0;X;X;3;X;X;0;0;0;X;0;5;1;X;2;0;0;X;X;1;1;0;X;X;2;3;X;0;0;X;X;1;2;5;X;0;0;X;0;X;0;X;X;4;X;3;0;0;X;2;0;X;0;X;X;X;X;2;X;X;X;X;4;X;X;X;X;X;X;X;X;3;X;X;X;X;4;1;X;X;X;4;4;X;X;X;3;X;X;X
1600;X;4;3;X;X;4;X;X;X;4;4;X;4;X;4;X;X;4;4;4;3;X;3;X;X;4;X;X;3;X;3;X;X;4;4;X;X;4;X;X;3;4;X;3;X;X;X;X;3;3;X;X;X;4;X;X;4;4;X;4;3;X;X;X;X;3;4;X;3;X;X;X;X;X;3;X;4;X;4;X;X;4;X;3;X;X;X;X;X;X;3;X;4;X;3;X;3;4;3;X;3;X;4;X;X;X;3;X;3;X;3;X;X;X;3;X;3;4;3;4;3;4;X;3;X;4;3;4;X;X;X;3;X;X;3;X;4;X;X;X;4;X;4;X;X;X;3;3;X;4;4;X;X;X;X;3;3;X;X;X;X;4;X;X;3;X;3;3;X;4;X;X;X;4;3;X;X;3;3;X;3;4;4;X;X;3;X;4;X;3;4;4;X;4;3;X;3;X;X;3
526;X;X;X;2;2;2;2;X;X;X;2;X;2;2;2;2;2;2;2;2;2;X;2;2;2;2;2;X;2;2;X;2;2;2;2;2;2;2;X;2;2;X;2;X;X;X;2;2;2;2;2;2;2;2;2;2;2;X;2;2;2;2;2;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;4;X;X;5;4;3;2;1;0;1;X;X;4;5;X;X;X;3;2;X;0;1;2;3;4;5;X;X;4;3;X;X;X;X;2;X;4;5;X;X;4;3;2;1;0;1;X;3;4;5;X;5;4;3;X;1;X;1;2;X;4;5;X;X;4;X;3;X;X;X;X
1604;X;X;X;4;4;4;4;X;X;4;X;4;4;X;4;4;X;X;X;4;4;X;X;X;4;4;X;X;4;X;4;X;X;3;X;5;X;5;X;X;2;1;X;1;2;X;X;X;X;5;X;3;X;1;0;X;X;3;4;X;X;X;3;3;X;1;X;X;2;X;X;X;X;X;X;X;X;X;X;1;2;3;X;X;X;5;4;3;X;1;X;1;X;3;X;X;X;5;4;3;X;1;0;X;2;3;4;X;X;4;X;X;2;1;0;X;X;3;4;5;X;4;3;2;1;0;1;X;3;4;X;X;X;4;X;X;X;X;1;X;X;X;X;X;5;X;3;2;X;X;X;X;X;4;5;X;X;X;X;2;1;0;1;2;X;4;X;X;5;X;X;X;X;X;1;2;3;4;X;X;X;X;3;X;X;0;X;2;3;X;5;X;X;X;3;3;X;X;1;X
1122;3;4;3;X;X;X;X;2;4;3;2;2;X;X;X;X;3;2;X;X;X;X;4;2;X;X;4;X;X;X;X;3;X;3;X;X;2;X;X;2;4;2;X;X;3;X;X;3;X;3;3;4;X;4;X;X;2;3;X;X;2;2;2;X;X;X;X;X;X;X;X;4;X;X;4;X;X;3;X;X;3;2;3;X;X;2;4;1;2;X;4;2;3;3;3;3;X;2;4;4;2;X;X;X;X;X;X;X;X;2;X;3;2;X;X;X;X;X;X;5;X;2;X;X;X;2;4;X;X;X;X;X;X;X;X;X;4;2;4;X;3;X;X;1;X;X;X;X;X;1;3;X;X;X;4;4;3;5;X;X;X;X;X;X;4;3;1;2;X;5;2;3;X;X;3;2;X;X;2;X;2;4;X;X;X;3;X;2;X;4;3;4;X;4;3;X;3;3;X;2
523;X;X;3;X;X;5;5;0;4;5;X;5;3;X;X;3;0;5;2;X;2;X;X;5;X;X;5;2;4;X;X;5;X;X;2;X;X;5;X;5;X;4;5;X;X;X;X;5;1;X;5;3;3;2;X;X;X;X;X;X;5;X;5;2;3;5;3;X;X;5;X;X;X;0;X;5;5;X;X;X;X;X;X;X;X;3;3;5;X;4;X;X;X;X;5;X;X;X;X;X;2;X;X;X;3;X;X;5;5;X;X;5;3;2;3;X;X;X;3;5;5;X;X;5;X;X;X;X;X;3;X;X;0;3;3;2;X;3;X;X;X;X;5;X;X;X;5;X;X;X;X;X;X;5;2;X;4;X;X;X;2;X;5;4;3;5;X;X;5;X;X;5;X;5;4;3;3;3;3;2;3;X;5;5;5;X;5;X;X;5;2;3;X;0;X;X;X;X;X;X
532;X;X;X;2;1;2;1;X;X;X;X;X;X;X;3;2;3;X;3;X;5;4;X;X;X;2;3;X;X;X;X;3;5;X;2;X;4;2;X;2;X;3;X;X;X;2;2;4;X;X;X;3;X;4;4;X;X;5;4;X;3;3;X;X;3;5;X;3;X;X;X;5;X;2;2;X;X;X;X;X;3;5;2;2;2;X;2;3;X;1;X;1;X;X;3;2;2;4;3;X;2;X;X;X;2;1;X;X;X;X;4;3;X;X;X;X;X;4;X;3;X;2;2;X;X;X;3;X;4;X;2;1;X;X;3;3;X;4;X;X;3;3;5;2;X;X;1;2;X;X;X;1;3;4;X;X;X;X;1;X;X;4;3;4;X;X;X;3;4;X;3;X;X;X;X;X;3;X;2;X;X;2;X;1;X;2;1;X;X;3;4;X;X;X;X;X;X;X;X;2
535;2;2;X;1;0;4;3;0;3;X;X;X;5;3;4;1;4;1;X;X;2;4;2;X;2;X;X;X;1;4;X;X;3;2;4;X;2;X;5;3;X;X;X;X;X;X;X;3;X;2;4;3;X;4;X;X;X;4;2;4;1;X;4;3;1;5;2;X;X;X;X;X;X;3;X;X;X;3;4;3;1;4;1;X;X;2;3;X;X;X;X;X;X;X;X;X;4;X;X;X;2;3;3;3;X;X;X;X;2;3;X;4;X;X;X;X;2;2;X;3;3;X;X;X;2;X;3;X;X;X;1;3;X;X;2;4;3;3;1;4;1;3;X;X;X;X;4;2;X;2;4;X;3;3;X;5;X;5;3;1;4;2;X;2;4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;2;X;2;4
